player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Zach Charbonnet,RB,SEA,NA,6,25.9,NA,0.2,2.1,2.1,14.7,NA,NA,0.1,0,5.6,NA,17667,FleaFlicker,16169,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB35,0.3,40.6,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,7.3,30.1,NA,0.2,1.2,1.2,9,NA,NA,0,0.1,5.27,NA,17716,FleaFlicker,16175,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB59,0.2,39.1,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,8.1,30.6,NA,0.2,1.3,1.3,9.1,NA,NA,0,0,5.27,NA,17758,FleaFlicker,16173,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB86,0.2,39.6,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,3.6,14.1,NA,0.1,2.9,2.9,23.8,NA,NA,0.1,0,5.03,NA,14767,FleaFlicker,14086,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB56,0.2,37.9,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,6.3,27.3,NA,0.2,1.2,1.2,8.9,NA,NA,0.1,0.1,4.9,NA,17020,FleaFlicker,15723,NYJSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB41,0.2,36.2,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,6.5,29.2,NA,0.2,0.8,0.8,5.8,NA,NA,0,0,4.8,NA,11455,FleaFlicker,12447,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB46,0.2,35,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,CAR,NA,6.4,26.9,NA,0.1,1.4,1.4,10.2,NA,NA,0,0.1,4.49,NA,14745,FleaFlicker,14079,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB73,0.2,37.2,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,7.2,29.3,NA,0.2,0.4,0.4,3,NA,NA,0,0,4.45,NA,17625,FleaFlicker,16164,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB50,0.2,32.3,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dare Ogunbowale,RB,HOU,NA,4.2,16.9,NA,0.1,2.4,2.4,16.6,NA,NA,0.1,0,4.45,NA,13581,FleaFlicker,13148,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB94,0.2,33.5,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,DAL,NA,5.9,21.9,NA,0.2,1.3,1.3,9.2,NA,NA,0,0,4.34,NA,12025,FleaFlicker,12625,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB54,0.2,31.1,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,KC,NA,4.4,18.2,NA,0.1,1.9,1.9,14.7,NA,NA,0.1,0,4.21,NA,13011,FleaFlicker,13133,NOMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB48,0.2,32.9,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Hull,RB,IND,NA,5.2,21.4,NA,0.3,0.4,0.4,3.3,NA,NA,0,0,4.11,NA,17728,FleaFlicker,16180,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.3,24.7,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Steele,RB,KC,NA,4.5,20.4,NA,0.1,0.9,0.9,6.2,NA,NA,0,0,3.7,NA,18932,FleaFlicker,16612,NOMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB52,0.2,26.6,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CLE,NA,6,24.1,NA,0.1,0.4,0.4,2.8,NA,NA,0,0,3.63,NA,12987,FleaFlicker,13134,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB63,0.2,26.9,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,5.3,19.7,NA,0.2,1,1,6.1,NA,NA,0,0,3.62,NA,13040,FleaFlicker,13139,@KCMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB65,0.2,25.8,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ray Davis,RB,BUF,NA,5,20.2,NA,0.1,0.6,0.6,4.6,NA,NA,0,0,3.52,NA,18460,FleaFlicker,16603,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB49,0.2,24.9,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Shampklin,RB,PIT,NA,5.2,17.7,NA,0.1,1.1,1.1,8,NA,NA,0,0,3.49,NA,17419,FleaFlicker,16932,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.2,25.7,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,5.3,18.4,NA,0.1,0.5,0.5,3.8,NA,NA,0,0,2.9,NA,18442,FleaFlicker,16594,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB64,0.1,22.1,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ronnie Rivers,RB,LAR,NA,4.1,14.4,NA,0.1,0.7,0.7,5,NA,NA,0,0,2.64,NA,17188,FleaFlicker,15726,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB81,0.1,19.4,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDKendre Miller,RB,NO,NA,2.5,9.7,NA,0.1,0.8,0.8,5.3,NA,NA,0,0,2.08,NA,17661,FleaFlicker,16171,@KCMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB79,0.1,15.1,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,1.5,6,NA,0,1.1,1.1,8.9,NA,NA,0.1,0,2.07,NA,14842,FleaFlicker,14095,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB75,0.1,14.9,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,3.1,9.6,NA,0.1,0.9,0.9,6.8,NA,NA,0,0,2.04,NA,11207,FleaFlicker,12155,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0.1,16.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,2.3,11.7,NA,0.1,0.4,0.4,2.6,NA,NA,0,0,1.95,NA,18459,FleaFlicker,16610,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB61,0.1,14.3,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,0.9,3.4,NA,0,1.4,1.4,10.1,NA,NA,0.1,0,1.81,NA,18305,FleaFlicker,16391,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0.1,13.6,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,3,10.2,NA,0.1,0.2,0.2,1.5,NA,NA,0,0,1.69,NA,18482,FleaFlicker,16688,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,RB70,0.1,11.7,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,1.6,7.8,NA,0.1,0.7,0.7,4.6,NA,NA,0,0,1.64,NA,17978,FleaFlicker,16385,@SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB93,0.1,12.4,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.3,1.2,NA,0,1.2,1.2,9.9,NA,NA,0.1,0,1.57,NA,9410,FleaFlicker,11367,ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0.1,11.1,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,CLE,NA,0.8,4.4,NA,0,1.1,1.1,8,NA,NA,0,0,1.46,NA,16909,FleaFlicker,15733,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB87,0,12.3,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.J. Taylor,RB,HOU,NA,0,8.7,NA,0.1,0.2,0.2,1.7,NA,NA,0,0,1.4,NA,16076,FleaFlicker,14827,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0.1,10.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,1.1,5.3,NA,0,0.5,0.5,3.8,NA,NA,0,0,1.19,NA,17759,FleaFlicker,16176,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB100,0.1,9,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Watson,RB,DEN,NA,0.8,6,NA,0.1,0.1,0.1,1.1,NA,NA,0,0,1.13,NA,18832,FleaFlicker,16803,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB90,0.1,7.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,2.2,6.5,NA,0,0.3,0.3,2.1,NA,NA,0,0,1.08,NA,18520,FleaFlicker,16613,@DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB91,0,8.6,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NE,NA,2,5.8,NA,0,0.2,0.2,1.6,NA,NA,0,0,0.96,NA,15936,FleaFlicker,14821,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,7.4,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,1.1,6.1,NA,0,0.2,0.2,1.4,NA,NA,0,0,0.87,NA,15453,FleaFlicker,14331,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,RB83,0,7.5,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,0.1,2,NA,0,0.3,0.3,1.8,NA,NA,0,0,0.64,NA,16552,FleaFlicker,15271,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB67,0.1,3.8,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
British Brooks,RB,HOU,NA,0.8,3.7,NA,0,0.1,0.1,0.5,NA,NA,0,0,0.64,NA,18926,FleaFlicker,16816,BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,4.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,0.4,3.2,NA,0,0.2,0.2,1.3,NA,NA,0,0,0.63,NA,14471,FleaFlicker,14017,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB72,0,4.5,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.5,1.8,NA,0,0.4,0.4,2.8,NA,NA,0,0,0.56,NA,15279,FleaFlicker,14420,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,4.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,0.7,2.6,NA,0,0.2,0.2,1.5,NA,NA,0,0,0.53,NA,18278,FleaFlicker,16166,@ATLL 30-36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.53,NA,0,4.1,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,DEN,NA,0.1,0.3,NA,0,0.5,0.5,3,NA,NA,0,0,0.45,NA,11295,FleaFlicker,12325,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0,3.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,0.3,1.4,NA,0,0.2,0.2,1.4,NA,NA,0,0,0.4,NA,12999,FleaFlicker,13143,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,RB92,0,2.8,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0,0,NA,0,0.5,0.5,2.7,NA,NA,0,0,0.33,NA,12694,FleaFlicker,12923,NYJSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,2.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,DAL,NA,0.2,1.1,NA,0,0.1,0.1,0.9,NA,NA,0,0,0.32,NA,12929,FleaFlicker,13128,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,RB85,0,2,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,19.53,85.88,NA,0.8,NA,1.63,16.04,NA,NA,0.09,NA,15.52,NA,derrick-henry,NumberFire,12626,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.11,23.93,#26,15,1,16.31,9200,1.77,17.15,7800,2.2,16.31,36,0.45
Kyren Williams,RB,LA,NA,18.94,82.68,NA,0.7,NA,2.82,21.09,NA,NA,0.15,NA,15.28,NA,kyren-williams,NumberFire,15710,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,23.61,#13,17,2,16.71,8400,1.99,18.23,7600,2.4,16.71,34,0.49
Jordan Mason,RB,SF,NA,19.25,86.37,NA,0.72,NA,2.03,14.14,NA,NA,0.15,NA,15.12,NA,jordan-mason,NumberFire,15972,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.84,23.4,#30,20,3,16.15,8700,1.86,17.24,7400,2.33,16.15,30,0.54
Bijan Robinson,RB,ATL,NA,15.91,67.89,NA,0.47,NA,4.21,32.44,NA,NA,0.25,NA,14.1,NA,bijan-robinson,NumberFire,16161,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.16,22.04,#19,26,4,16.24,8300,1.96,18.47,7100,2.6,16.24,28,0.58
Najee Harris,RB,PIT,NA,19.66,77.96,NA,0.59,NA,2.42,14.18,NA,NA,0.13,NA,13.28,NA,najee-harris,NumberFire,15254,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,20.96,#24,28,5,14.5,6500,2.23,15.84,5800,2.73,14.5,25,0.58
Alvin Kamara,RB,NO,NA,18.15,74.3,NA,0.39,NA,3.74,23.48,NA,NA,0.17,NA,13.19,NA,alvin-kamara,NumberFire,13132,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.54,20.84,#12,29,6,15.05,8900,1.69,16.92,7500,2.26,15.05,38,0.4
Breece Hall,RB,NYJ,NA,15.11,64.66,NA,0.35,NA,4.35,31.86,NA,NA,0.2,NA,12.71,NA,breece-hall,NumberFire,15708,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22,20.2,#1,33,7,14.93,7900,1.89,17.22,7300,2.36,14.93,30,0.5
Chuba Hubbard,RB,CAR,NA,17.91,73.07,NA,0.4,NA,2.79,22.67,NA,NA,0.12,NA,12.62,NA,chuba-hubbard,NumberFire,15261,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,20.08,#5,35,8,14.05,6800,2.07,15.47,6100,2.54,14.05,26,0.54
Aaron Jones,RB,MIN,NA,14.76,70.26,NA,0.4,NA,3.09,20.5,NA,NA,0.17,NA,12.17,NA,aaron-jones,NumberFire,13319,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,19.48,#10,36,9,13.76,7500,1.83,15.47,6700,2.31,13.76,29,0.47
Kenneth Walker III,RB,SEA,NA,15.8,69.47,NA,0.59,NA,1.54,11.44,NA,NA,0.07,NA,12.04,NA,kenneth-walker-iii,NumberFire,15711,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,19.31,#16,37,10,12.76,7400,1.72,13.57,6800,2,12.76,27,0.47
Travis Etienne,RB,JAC,NA,13.77,59.15,NA,0.53,NA,2.76,20.67,NA,NA,0.13,NA,11.87,NA,travis-etienne,NumberFire,15253,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,19.08,#22,38,11,13.28,7200,1.84,14.69,6700,2.19,13.28,NA,NA
De'Von Achane,RB,MIA,NA,14.41,64.53,NA,0.43,NA,3.22,21.32,NA,NA,0.11,NA,11.72,NA,devon-achane,NumberFire,16167,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56,18.88,#25,41,12,13.36,7800,1.71,15.03,7200,2.09,13.36,30,0.45
D'Andre Swift,RB,CHI,NA,15.44,68.5,NA,0.53,NA,1.88,11.71,NA,NA,0.09,NA,11.62,NA,d-andre-swift,NumberFire,14797,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,18.75,#28,43,13,12.52,6400,1.96,13.55,5700,2.38,12.52,22,0.57
Josh Jacobs,RB,GB,NA,15.22,65.66,NA,0.45,NA,2.35,16.41,NA,NA,0.11,NA,11.34,NA,josh-jacobs,NumberFire,14073,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,18.38,#31,44,14,12.48,7000,1.78,13.8,6400,2.16,12.48,27,0.46
Trey Sermon,RB,IND,NA,16.97,68.41,NA,0.5,NA,1.58,10.97,NA,NA,0.06,NA,11.29,NA,trey-sermon,NumberFire,15257,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27,18.31,#29,45,15,12.03,5900,2.04,12.86,5700,2.26,12.03,10,1.2
James Conner,RB,ARI,NA,13.75,58.39,NA,0.49,NA,2.08,13.95,NA,NA,0.09,NA,10.67,NA,james-conner,NumberFire,13146,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,17.49,#11,50,16,11.71,7900,1.48,12.78,6500,1.97,11.71,29,0.4
Cam Akers,RB,HOU,NA,15.68,64.07,NA,0.49,NA,1.33,10.26,NA,NA,0.06,NA,10.54,NA,cam-akers,NumberFire,14799,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76,17.32,#8,52,17,11.22,6200,1.81,11.98,5500,2.18,11.22,10,1.12
James Cook,RB,BUF,NA,13.37,58.75,NA,0.3,NA,2.53,22.32,NA,NA,0.13,NA,10.47,NA,james-cook,NumberFire,15715,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71,17.23,#17,53,18,11.75,8200,1.43,13.13,7000,1.88,11.75,29,0.41
Rhamondre Stevenson,RB,NE,NA,14.7,64.13,NA,0.37,NA,2.21,16.74,NA,NA,0.08,NA,10.43,NA,rhamondre-stevenson,NumberFire,15259,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,17.17,#14,54,19,11.55,6700,1.72,12.84,6000,2.14,11.55,27,0.43
Jerome Ford,RB,CLE,NA,13.96,59.5,NA,0.33,NA,2.87,17.77,NA,NA,0.13,NA,10.42,NA,jerome-ford,NumberFire,15713,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68,17.16,#32,55,20,11.88,6300,1.89,13.36,5800,2.3,11.88,21,0.57
Brian Robinson,RB,WSH,NA,15.21,63.79,NA,0.43,NA,1.41,11.06,NA,NA,0.07,NA,10.25,NA,brian-robinson,NumberFire,15716,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,16.93,#15,56,21,10.93,7700,1.42,11.78,6600,1.78,10.93,NA,NA
Alexander Mattison,RB,LV,NA,16.23,68.57,NA,0.32,NA,1.64,11.5,NA,NA,0.06,NA,10.04,NA,alexander-mattison,NumberFire,14223,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,16.66,#2,58,22,10.87,5800,1.87,11.82,5200,2.27,10.87,16,0.68
Javonte Williams,RB,DEN,NA,13.97,56.58,NA,0.31,NA,2.64,14.87,NA,NA,0.09,NA,9.42,NA,javonte-williams,NumberFire,15256,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,15.83,#20,61,23,10.77,5900,1.83,12.15,5200,2.34,10.77,17,0.63
Zack Moss,RB,CIN,NA,11.62,49.29,NA,0.34,NA,2.01,13.1,NA,NA,0.11,NA,8.93,NA,zack-moss,NumberFire,14798,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,15.18,#21,67,24,9.96,6600,1.51,10.97,6000,1.83,9.96,24,0.42
Tyrone Tracy Jr.,RB,NYG,NA,11.24,45.72,NA,0.32,NA,2.44,16.79,NA,NA,0.07,NA,8.41,NA,tyrone-tracy-jr,NumberFire,16747,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,14.49,#9,73,25,9.67,4800,2.01,10.97,4300,2.55,9.67,10,0.97
Bucky Irving,RB,TB,NA,11.17,48.35,NA,0.31,NA,1.66,12.01,NA,NA,0.07,NA,8.26,NA,bucky-irving,NumberFire,16598,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23,14.29,#18,75,26,9.07,6300,1.44,9.95,5400,1.84,9.07,17,0.53
Rico Dowdle,RB,DAL,NA,12.1,48.73,NA,0.25,NA,1.68,12.84,NA,NA,0.07,NA,8.05,NA,rico-dowdle,NumberFire,14823,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09,14.01,#7,77,27,8.9,6000,1.48,9.76,5600,1.74,8.9,17,0.52
Rachaad White,RB,TB,NA,10.41,40.05,NA,0.23,NA,2.58,19.75,NA,NA,0.11,NA,7.89,NA,rachaad-white,NumberFire,15721,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98,13.8,#18,80,28,9.21,6400,1.44,10.56,5900,1.79,9.21,22,0.42
Kareem Hunt,RB,KC,NA,9.46,39.49,NA,0.37,NA,1.6,11.38,NA,NA,0.1,NA,7.81,NA,kareem-hunt,NumberFire,13138,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.92,13.7,#4,82,29,8.67,7100,1.22,9.5,5500,1.73,8.67,22,0.39
Austin Ekeler,RB,WSH,NA,5.48,23.74,NA,0.23,NA,3.53,27.91,NA,NA,0.19,NA,7.46,NA,austin-ekeler-1,NumberFire,13404,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,13.23,#15,88,30,9.27,6000,1.55,11.14,5600,1.99,9.27,19,0.49
Antonio Gibson,RB,NE,NA,9.41,38.86,NA,0.25,NA,2.07,19.25,NA,NA,0.06,NA,7.42,NA,antonio-gibson,NumberFire,14852,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,13.18,#14,90,31,8.41,5400,1.56,9.6,5100,1.88,8.41,14,0.6
Tyler Goodson,RB,IND,NA,11.12,44.91,NA,0.32,NA,0.88,6.01,NA,NA,0.04,NA,7.09,NA,tyler-goodson,NumberFire,15730,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.44,12.74,#29,97,32,7.53,4700,1.6,8.06,5400,1.49,7.53,10,0.75
