player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts,pass_comp,pass_att,pass_yds,pass_tds,pass_int
DeVonta Smith,WR,PHI,NA,NA,5.64,67.6,NA,NA,0.43,0,0,NA,0,NA,9.27,NA,devonta-smith,NumberFire,15282,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,15.64,#20,76,14,12.1,6700,1.81,14.96,12.1,18,0.67,NA,NA,NA,NA,NA,NA,NA
D.K. Metcalf,WR,SEA,NA,NA,5.43,58.9,NA,NA,0.43,0,0,NA,0,NA,8.4,NA,dk-metcalf,NumberFire,14102,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,14.47,#31,78,15,11.09,7400,1.5,13.86,11.09,20,0.55,NA,NA,NA,NA,NA,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,5.73,63.82,NA,NA,0.33,0,0,NA,0,NA,8.3,NA,michael-pittman-jr,NumberFire,14842,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,14.33,#17,79,16,11.15,7000,1.59,14.06,11.15,19,0.59,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,NA,5.07,64.03,NA,NA,0.28,0.27,1.64,NA,0.01,NA,8.29,NA,christian-kirk,NumberFire,13633,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,14.32,#15,80,17,10.8,7700,1.4,13.37,10.8,22,0.49,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.73,61.66,NA,NA,0.33,0,0,NA,0,NA,8.09,NA,courtland-sutton,NumberFire,13630,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13,14.05,#14,82,18,10.47,7100,1.47,12.87,10.47,16,0.65,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,4.43,54.31,NA,NA,0.42,0,0,NA,0,NA,7.99,NA,mike-evans,NumberFire,11671,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07,13.91,#28,83,19,10.19,7600,1.34,12.4,10.19,20,0.51,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WSH,NA,NA,4.11,60.23,NA,NA,0.28,0.31,1.75,NA,0.02,NA,7.94,NA,terry-mclaurin,NumberFire,14109,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04,13.84,#30,84,20,10.01,7200,1.39,12.1,10.01,23,0.44,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,4.39,59.45,NA,NA,0.33,0,0,NA,0,NA,7.88,NA,tyler-boyd,NumberFire,12650,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,13.76,#9,86,21,10.1,6700,1.51,12.32,10.1,23,0.44,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,4.74,57.65,NA,NA,0.3,0.28,1.58,NA,0.02,NA,7.78,NA,garrett-wilson,NumberFire,15753,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,13.63,#27,87,22,10.15,6000,1.69,12.56,10.15,14,0.73,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,4.85,63.89,NA,NA,0.24,0,0,NA,0,NA,7.75,NA,chris-olave,NumberFire,15754,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91,13.59,#7,88,23,10.19,7300,1.4,12.66,10.19,17,0.6,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.44,51.01,NA,NA,0.36,0.55,3.09,NA,0.03,NA,7.7,NA,chris-godwin,NumberFire,13163,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.88,13.52,#28,89,24,10.39,7000,1.48,13.16,10.39,19,0.55,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,4.93,54.08,NA,NA,0.39,0,0,NA,0,NA,7.64,NA,keenan-allen-1,NumberFire,11222,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,13.44,#21,90,25,10.13,7300,1.39,12.65,10.13,21,0.48,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,NA,4.9,57.11,NA,NA,0.28,0,0,NA,0,NA,7.39,NA,amari-cooper,NumberFire,12175,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.68,13.1,#5,94,26,9.82,7800,1.26,12.29,9.82,20,0.49,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,GB,NA,NA,4.52,52.68,NA,NA,0.34,0,0,NA,0,NA,7.28,NA,allen-lazard,NumberFire,13632,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61,12.95,#11,96,27,9.57,6300,1.52,11.84,9.57,14,0.68,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,NA,4.16,53.69,NA,NA,0.23,0.56,3.18,NA,0.03,NA,7.18,NA,george-pickens,NumberFire,15762,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,12.82,#10,97,28,9.29,6600,1.41,11.4,9.29,17,0.55,NA,NA,NA,NA,NA,NA,NA
D.J. Moore,WR,CAR,NA,NA,4.39,52.13,NA,NA,0.25,0.57,3.04,NA,0.03,NA,7.16,NA,d-j-moore-1,NumberFire,13635,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,12.79,#4,99,29,9.39,6200,1.51,11.6,9.39,13,0.72,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,NE,NA,NA,4.69,54.55,NA,NA,0.23,0.29,1.7,NA,0.02,NA,7.06,NA,jakobi-meyers,NumberFire,14127,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,12.66,#13,101,30,9.41,6700,1.4,11.8,9.41,18,0.52,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,4.67,46.36,NA,NA,0.27,0.83,4.79,NA,0.04,NA,6.89,NA,diontae-johnson,NumberFire,14208,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,12.43,#10,102,31,9.25,6100,1.52,11.63,9.25,12,0.77,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WSH,NA,NA,3.5,40.72,NA,NA,0.22,1.57,8.88,NA,0.11,NA,6.88,NA,curtis-samuel,NumberFire,13157,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,12.41,#30,103,32,8.65,6500,1.33,10.43,8.65,20,0.43,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,MIN,NA,NA,3.91,44.36,NA,NA,0.35,0,0,NA,0,NA,6.54,NA,adam-thielen,NumberFire,11938,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,11.95,#1,106,33,8.49,5900,1.44,10.46,8.49,13,0.65,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,HOU,NA,NA,4.25,48.93,NA,NA,0.22,0.24,1.39,NA,0.02,NA,6.48,NA,brandin-cooks,NumberFire,11674,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,11.87,#26,107,34,8.62,6400,1.35,10.74,8.62,13,0.66,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,KC,NA,NA,3.96,44.2,NA,NA,0.36,0,0,NA,0,NA,6.48,NA,juju-smith-schuster,NumberFire,13156,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,11.87,#16,107,34,8.46,6600,1.28,10.5,8.46,21,0.4,NA,NA,NA,NA,NA,NA,NA
Josh Palmer,WR,LAC,NA,NA,4.01,44.48,NA,NA,0.34,0,0,NA,0,NA,6.48,NA,josh-palmer,NumberFire,15319,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.09,11.87,#21,107,34,8.47,6800,1.25,10.5,8.47,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,3.2,44.22,NA,NA,0.31,0.24,1.35,NA,0.01,NA,6.42,NA,ja-marr-chase,NumberFire,15281,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05,11.79,#9,110,37,8.02,8800,0.91,9.66,8.02,35,0.23,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,NA,3.29,46.91,NA,NA,0.29,0,0,NA,0,NA,6.4,NA,brandon-aiyuk,NumberFire,14840,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,11.76,#23,111,38,8.04,6700,1.2,9.71,8.04,19,0.42,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,3.85,44.08,NA,NA,0.27,0,0,NA,0,NA,5.97,NA,christian-watson,NumberFire,15789,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,11.18,#11,115,39,7.91,6500,1.22,9.87,7.91,24,0.33,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,LV,NA,NA,3.52,44.45,NA,NA,0.22,0.26,1.52,NA,0.02,NA,5.95,NA,mack-hollins,NumberFire,13289,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,11.15,#25,116,40,7.74,5600,1.38,9.54,7.74,11,0.7,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,LA,NA,NA,3.97,46.39,NA,NA,0.19,0,0,NA,0,NA,5.8,NA,allen-robinson,NumberFire,11678,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,10.95,#22,118,41,7.78,6800,1.14,9.77,7.78,15,0.52,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,3.58,43.55,NA,NA,0.24,0,0,NA,0,NA,5.73,NA,drake-london,NumberFire,15751,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,10.86,#8,119,42,7.55,6100,1.24,9.37,7.55,15,0.5,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,NA,3.46,47.94,NA,NA,0.16,0,0,NA,0,NA,5.72,NA,donovan-peoples-jones,NumberFire,14857,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,10.84,#5,120,43,7.42,6300,1.18,9.19,7.42,15,0.49,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,3.19,37.17,NA,NA,0.33,0,0,NA,0,NA,5.7,NA,michael-gallup,NumberFire,13646,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,10.82,#19,121,44,7.31,5700,1.28,8.91,7.31,12,0.61,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,JAC,NA,NA,3.54,41.98,NA,NA,0.24,0,0,NA,0,NA,5.67,NA,marvin-jones,NumberFire,10738,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,10.78,#15,122,45,7.43,5400,1.38,9.2,7.43,13,0.57,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,NA,4.05,38.81,NA,NA,0.28,0,0,NA,0,NA,5.49,NA,marquise-brown,NumberFire,14105,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,10.53,#18,126,46,7.53,7000,1.08,9.59,7.53,18,0.42,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,NA,4.08,43.34,NA,NA,0.2,0,0,NA,0,NA,5.48,NA,zay-jones,NumberFire,13176,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,10.52,#15,127,47,7.55,5700,1.32,9.61,7.55,15,0.5,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,TB,NA,NA,3.14,40.33,NA,NA,0.2,0.28,1.55,NA,0.01,NA,5.44,NA,julio-jones,NumberFire,10271,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,10.46,#28,129,48,7.02,5400,1.3,8.6,7.02,10,0.7,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,2.35,38.71,NA,NA,0.25,0,0,NA,0,NA,5.36,NA,marquez-valdes-scantling,NumberFire,13793,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.36,#16,131,49,6.55,5800,1.13,7.73,6.55,14,0.47,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,NA,3.02,39.2,NA,NA,0.2,0.31,1.62,NA,0.01,NA,5.35,NA,treylon-burks,NumberFire,15752,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,10.34,#12,132,50,6.83,5900,1.16,8.36,6.83,14,0.49,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,LA,NA,NA,3.17,43.6,NA,NA,0.15,0,0,NA,0,NA,5.22,NA,van-jefferson,NumberFire,14858,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,10.17,#22,135,51,6.81,5600,1.22,8.42,6.81,13,0.52,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,IND,NA,NA,3.47,39.62,NA,NA,0.21,0,0,NA,0,NA,5.16,NA,parris-campbell,NumberFire,14112,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,10.09,#17,136,52,6.9,6000,1.15,8.67,6.9,19,0.36,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,TEN,NA,NA,3.28,39.29,NA,NA,0.21,0,0,NA,0,NA,5.15,NA,robert-woods-1,NumberFire,11228,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,10.07,#12,137,53,6.79,5700,1.19,8.46,6.79,11,0.62,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,GB,NA,NA,3.25,37.31,NA,NA,0.24,0,0,NA,0,NA,5.11,NA,randall-cobb,NumberFire,10308,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,10.02,#11,138,54,6.72,5300,1.27,8.39,6.72,13,0.52,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,3.19,41.76,NA,NA,0.16,0,0,NA,0,NA,5.09,NA,nico-collins,NumberFire,15290,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,9.99,#26,139,55,6.71,6000,1.12,8.33,6.71,15,0.45,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,3.1,37.99,NA,NA,0.19,0,0,NA,0,NA,4.91,NA,darius-slayton,NumberFire,14122,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,9.75,#2,144,56,6.47,6400,1.01,8.04,6.47,16,0.4,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,BUF,NA,NA,2.74,27.85,NA,NA,0.25,0.77,4.37,NA,0.05,NA,4.87,NA,isaiah-mckenzie-1,NumberFire,13313,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,9.69,#32,145,57,6.23,5200,1.2,7.69,6.23,15,0.42,NA,NA,NA,NA,NA,NA,NA
Corey Davis,WR,NYJ,NA,NA,2.58,38.78,NA,NA,0.17,0,0,NA,0,NA,4.83,NA,corey-davis,NumberFire,13153,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,9.64,#27,147,58,6.15,5500,1.12,7.47,6.15,13,0.47,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,NA,2.71,33.96,NA,NA,0.25,0,0,NA,0,NA,4.82,NA,justin-watson-1,NumberFire,13776,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,9.63,#16,149,59,6.21,5000,1.24,7.6,6.21,15,0.41,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,NYJ,NA,NA,2.86,34.96,NA,NA,0.19,0,0,NA,0,NA,4.63,NA,elijah-moore,NumberFire,15288,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.11,9.37,#27,150,60,6.03,5300,1.14,7.49,6.03,10,0.6,NA,NA,NA,NA,NA,NA,NA
Jarvis Landry,WR,NO,NA,NA,3.46,37.74,NA,NA,0.15,0,0,NA,0,NA,4.62,NA,jarvis-landry,NumberFire,11680,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.12,9.36,#7,151,61,6.34,5800,1.09,8.11,6.34,12,0.53,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,DAL,NA,NA,2.73,32.15,NA,NA,0.23,0,0,NA,0,NA,4.58,NA,noah-brown,NumberFire,13172,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,9.3,#19,153,62,5.94,5200,1.14,7.33,5.94,11,0.54,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,HOU,NA,NA,2.84,32.26,NA,NA,0.14,0.48,2.73,NA,0.03,NA,4.46,NA,chris-moore,NumberFire,12773,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.22,9.14,#26,157,63,5.88,5500,1.07,7.34,5.88,11,0.53,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,NA,2.77,32.92,NA,NA,0.14,0.38,2.16,NA,0.02,NA,4.45,NA,darnell-mooney,NumberFire,14974,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23,9.13,#3,158,64,5.85,6100,0.96,7.25,5.85,13,0.45,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,2.62,30.34,NA,NA,0.2,0.26,1.56,NA,0.02,NA,4.44,NA,k-j-osborn,NumberFire,14977,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.23,9.11,#1,159,65,5.78,5300,1.09,7.12,5.78,10,0.58,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,BAL,NA,NA,2.72,29.83,NA,NA,0.23,0,0,NA,0,NA,4.36,NA,demarcus-robinson,NumberFire,12785,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9,#24,161,66,5.7,6200,0.92,7.08,5.7,16,0.36,NA,NA,NA,NA,NA,NA,NA
D.J. Chark,WR,DET,NA,NA,2.41,31.52,NA,NA,0.2,0,0,NA,0,NA,4.36,NA,d-j-chark,NumberFire,13668,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9,#6,161,66,5.56,5000,1.11,6.77,5.56,10,0.56,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,2.46,33.44,NA,NA,0.17,0,0,NA,0,NA,4.21,NA,kalif-raymond,NumberFire,13066,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,8.8,#6,163,68,5.47,5500,0.99,6.77,5.47,10,0.55,NA,NA,NA,NA,NA,NA,NA
Kendall Hinton,WR,DEN,NA,NA,2.55,33.36,NA,NA,0.16,0,0,NA,0,NA,4.21,NA,kendall-hinton,NumberFire,15183,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,8.8,#14,163,68,5.51,5400,1.02,6.83,5.51,10,0.55,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.49,33.24,NA,NA,0.16,0,0,NA,0,NA,4.2,NA,alec-pierce,NumberFire,15768,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.39,8.79,#17,165,70,5.47,5500,0.99,6.75,5.47,14,0.39,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WSH,NA,NA,2.29,29.23,NA,NA,0.15,0.31,1.74,NA,0.02,NA,4.11,NA,jahan-dotson,NumberFire,15755,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,8.67,#30,166,71,5.24,5800,0.9,6.41,5.24,17,0.31,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,ATL,NA,NA,2.27,32.01,NA,NA,0.14,0,0,NA,0,NA,4.01,NA,olamide-zaccheaus,NumberFire,14592,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,8.53,#8,168,72,5.16,5300,0.97,6.31,5.16,12,0.43,NA,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,NA,1.96,27.23,NA,NA,0.21,0,0,NA,0,NA,3.99,NA,mike-williams,NumberFire,13154,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,8.5,#21,170,73,4.96,6900,0.72,5.94,4.96,23,0.22,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LA,NA,NA,2.65,30.99,NA,NA,0.11,0,0,NA,0,NA,3.74,NA,ben-skowronek-1,NumberFire,15491,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.17,#22,180,74,5.04,5100,0.99,6.4,5.04,10,0.5,NA,NA,NA,NA,NA,NA,NA
A.J. Green,WR,ARI,NA,NA,2.23,27.36,NA,NA,0.17,0,0,NA,0,NA,3.74,NA,a-j-green,NumberFire,10261,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.17,#18,180,74,4.85,5300,0.92,5.99,4.85,10,0.49,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,NA,2.14,26.66,NA,NA,0.16,0,0,NA,0,NA,3.62,NA,josh-reynolds,NumberFire,13168,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.76,8,#6,184,76,4.66,5600,0.83,5.75,4.66,14,0.33,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,MIA,NA,NA,2.1,25.71,NA,NA,0.18,0,0,NA,0,NA,3.6,NA,trent-sherfield,NumberFire,13893,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,7.98,#29,185,77,4.66,5400,0.86,5.73,4.66,10,0.47,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,1.98,27.88,NA,NA,0.14,0,0,NA,0,NA,3.6,NA,jerry-jeudy,NumberFire,14833,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,7.98,#14,185,77,4.58,6000,0.76,5.59,4.58,14,0.33,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,SEA,NA,NA,1.96,26.64,NA,NA,0.14,0,0,NA,0,NA,3.5,NA,marquise-goodwin-1,NumberFire,11239,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.84,7.84,#31,187,79,4.44,5400,0.82,5.44,4.44,14,0.32,NA,NA,NA,NA,NA,NA,NA
Denzel Mims,WR,NYJ,NA,NA,1.97,26.53,NA,NA,0.13,0,0,NA,0,NA,3.37,NA,denzel-mims,NumberFire,14846,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,7.67,#27,189,80,4.36,5200,0.84,5.37,4.36,10,0.44,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,NA,1.9,25.05,NA,NA,0.14,0,0,NA,0,NA,3.29,NA,quez-watkins,NumberFire,14992,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.56,#20,190,81,4.26,5500,0.77,5.23,4.26,12,0.36,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,BAL,NA,NA,1.8,19.15,NA,NA,0.14,0.59,3.41,NA,0.03,NA,3.24,NA,devin-duvernay,NumberFire,14847,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01,7.49,#24,194,82,4.14,5600,0.74,5.06,4.14,13,0.32,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall Jr.,WR,CAR,NA,NA,2.01,25.14,NA,NA,0.11,0,0,NA,0,NA,3.16,NA,terrace-marshall-jr,NumberFire,15308,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.38,#4,197,83,4.16,5700,0.73,5.17,4.16,10,0.42,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,NA,1.85,22.35,NA,NA,0.11,0.29,1.7,NA,0.02,NA,3.14,NA,tyquan-thornton,NumberFire,15787,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.36,#13,198,84,4.05,5300,0.76,5.01,4.05,10,0.41,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,1.72,22.41,NA,NA,0.16,0,0,NA,0,NA,3.14,NA,khalil-shakir,NumberFire,15761,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.36,#32,198,84,4,4600,0.87,4.89,4,10,0.4,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,1.81,22.64,NA,NA,0.15,0,0,NA,0,NA,3.11,NA,skyy-moore,NumberFire,15766,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.31,#16,201,86,3.99,5400,0.74,4.93,3.99,15,0.27,NA,NA,NA,NA,NA,NA,NA
