player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
"Sherfield, Trent",WR,MIA,NA,3.2,1.8,27,NA,NA,0.2,NA,0,NA,0,0,3.7,NA,NA,FantasySharks,13893,@NEP,0.4,0,0.1,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shaheed, Rashid",WR,NOS,NA,2.9,1.9,27,NA,NA,0.1,NA,1,NA,0.1,0,3.7,NA,NA,FantasySharks,16080,@PHI,0.3,0,0,0,0,0,0.1,23,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Cam",WR,WAS,NA,2.8,2,24,NA,NA,0.2,NA,2,NA,0,0,3.6,NA,NA,FantasySharks,13895,CLE,0.5,0.1,0,0.1,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Julio",WR,TBB,NA,4.2,2.3,25,NA,NA,0.1,NA,2,NA,0,0,3.6,NA,NA,FantasySharks,10271,CAR,1.1,0.1,0,0,0.1,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agholor, Nelson",WR,NEP,NA,4.3,2.4,26,NA,NA,0.1,NA,1,NA,0,0.1,3.4,NA,NA,FantasySharks,12181,MIA,0.3,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jennings, Jauan",WR,SFO,NA,3.7,2.3,25,NA,NA,0.1,NA,0,NA,0,0,3.3,NA,NA,FantasySharks,14860,@LVR,0.3,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Byrd, Damiere",WR,ATL,NA,2.7,1.6,27,NA,NA,0.1,NA,0,NA,0,0,3.2,NA,NA,FantasySharks,12464,ARI,0.1,0,0,0,0,0,0.1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,CAR,NA,3.5,2.6,23,NA,NA,0,NA,4,NA,0.1,0,3.2,NA,NA,FantasySharks,14838,@TBB,0.3,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,2.8,1.9,24,NA,NA,0.1,NA,2,NA,0,0,3.1,NA,NA,FantasySharks,13418,MIA,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Quez",WR,PHI,NA,3.4,2.1,23,NA,NA,0.1,NA,0,NA,0,0.1,3,NA,NA,FantasySharks,14992,NOS,0.3,0,0,0.1,0.1,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Agnew, Jamal",WR,JAC,NA,2.6,1.8,15,NA,NA,0.1,NA,5,NA,0,0,2.9,NA,NA,FantasySharks,13308,@HOU,0.4,0.1,0,0,0,0,0,30,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCutcheon, Lance",WR,LAR,NA,4.1,2.1,24,NA,NA,0.1,NA,0,NA,0,0,2.8,NA,NA,FantasySharks,15993,@LAC,0.5,0,0,0,0,0,0,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Equanimeous",WR,CHI,NA,2.7,1.6,22,NA,NA,0.1,NA,1,NA,0,0,2.7,NA,NA,FantasySharks,13637,@DET,0.3,0,0.1,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dortch, Greg",WR,ARI,NA,3.7,2.3,23,NA,NA,0.1,NA,0,NA,0,0,2.7,NA,NA,FantasySharks,14108,@ATL,0.4,0.1,0,0,0,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dorsett, Phillip",WR,HOU,NA,3.3,1.7,21,NA,NA,0.1,NA,0,NA,0,0,2.5,NA,NA,FantasySharks,12188,JAC,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cole, Keelan",WR,LVR,NA,2.2,0.9,16,NA,NA,0.1,NA,1,NA,0,0,2.3,NA,NA,FantasySharks,13412,SFO,0.3,0,0,0,0.1,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hinton, Kendall",WR,DEN,NA,2.6,1.7,23,NA,NA,0,NA,0,NA,0,0,2.3,NA,NA,FantasySharks,15183,@KCC,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,LAC,NA,3.1,1.8,20,NA,NA,0.1,NA,-0.6,NA,0,0,2.3,NA,NA,FantasySharks,12394,LAR,0.4,0,0,0.1,0,0,0,35,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway, Marquez",WR,NOS,NA,2.9,1.5,19,NA,NA,0.1,NA,0,NA,0,0,2.2,NA,NA,FantasySharks,15034,@PHI,0.4,0.1,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,KCC,NA,2.4,1.1,10,NA,NA,0.2,NA,1,NA,0,0,2.2,NA,NA,FantasySharks,15289,DEN,0.3,0.2,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Shi",WR,CAR,NA,2.3,1.3,17,NA,NA,0.1,NA,0,NA,0,0.1,2.1,NA,NA,FantasySharks,15298,@TBB,0.1,0,0.1,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hilton, T.Y.",WR,DAL,NA,1.8,0.9,18,NA,NA,0.1,NA,0,NA,0,0,2.1,NA,NA,FantasySharks,10729,@TEN,0.1,0,0,0,0,0,0,17,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,NYJ,NA,2.5,1.3,11,NA,NA,0,NA,3,NA,0.1,0,2,NA,NA,FantasySharks,13638,@SEA,0.4,0,0,0,0,0,0,40,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sims, Steven",WR,PIT,NA,3.1,1.6,13,NA,NA,0,NA,5,NA,0,0,1.9,NA,NA,FantasySharks,14613,@BAL,0.1,0,0,0,0,0,0,25,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pettis, Dante",WR,CHI,NA,1.8,0.8,11,NA,NA,0.1,NA,1,NA,0,0,1.9,NA,NA,FantasySharks,13634,@DET,0.2,0,0,0,0,0,0.1,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harry, N'Keal",WR,CHI,NA,2.5,1.1,14,NA,NA,0.1,NA,0,NA,0,0,1.8,NA,NA,FantasySharks,14101,@DET,0.3,0,0.1,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,MIA,NA,2.1,1.5,17,NA,NA,0,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,13652,@NEP,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green, A.J.",WR,ARI,NA,2.9,1.4,12,NA,NA,0.1,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,10261,@ATL,0.4,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,1.9,1.2,13,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,14315,@NYG,0.3,0,0,0,0,0,0,7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golladay, Kenny",WR,NYG,NA,3.6,1.4,15,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,13277,IND,0.5,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,1.6,0.8,12,NA,NA,0,NA,0,NA,0,0,1.5,NA,NA,FantasySharks,13963,ARI,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cephus, Quintez",WR,DET,NA,1.7,0.9,12,NA,NA,0,NA,-0.3,NA,0,0,1.4,NA,NA,FantasySharks,14850,CHI,0.3,0,0,0,0,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,SFO,NA,1.5,0.6,10,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,13641,@LVR,0.1,0,0,0,0,0,0,29,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beasley, Cole",WR,BUF,NA,3.1,1.5,13,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,10973,@CIN,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, David",WR,CLE,NA,2.6,1.7,15,NA,NA,0,NA,-0.2,NA,0,0,1.4,NA,NA,FantasySharks,15758,@WAS,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shakir, Khalil",WR,BUF,NA,1.9,1,10,NA,NA,0,NA,0,NA,0,0,1.4,NA,NA,FantasySharks,15761,@CIN,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scott",WR,TBB,NA,2.4,1.3,11,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,14280,CAR,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson, Robbie",WR,ARI,NA,2.4,0.9,12,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,12930,@ATL,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rodgers, Amari",WR,HOU,NA,1.8,0.9,12,NA,NA,0,NA,0.1,NA,0,0,1.3,NA,NA,FantasySharks,15297,JAC,0.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Denzel",WR,NYJ,NA,1.9,0.8,13,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,14846,@SEA,0.1,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Humphrey, Lil'Jordan",WR,NEP,NA,1.1,0.7,10,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,14118,MIA,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Skyy",WR,KCC,NA,1.3,0.8,10,NA,NA,0,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,15766,DEN,0,0,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,1.3,0.7,9,NA,NA,0,NA,1,NA,0,0,1.2,NA,NA,FantasySharks,15292,CLE,0.1,0,0,0,0,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Treadwell, Laquon",WR,SEA,NA,2.2,0.9,12,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,12645,NYJ,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,PHI,NA,1.4,1,9,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,13488,NOS,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,BUF,NA,2.1,1.1,11,NA,NA,0,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,12184,@CIN,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,LAR,NA,2.1,1.4,8,NA,NA,0,NA,2,NA,0,0,1.1,NA,NA,FantasySharks,13910,@LAC,0.4,0,0,0,0,0,0,21,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reagor, Jalen",WR,MIN,NA,0.9,0.4,7,NA,NA,0,NA,1,NA,0,0,1,NA,NA,FantasySharks,14839,@GBP,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Jeff",WR,NYJ,NA,1.3,0.6,8,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,14561,@SEA,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irwin, Trenton",WR,CIN,NA,0.5,0.3,6,NA,NA,0,NA,1,NA,0,0,0.9,NA,NA,FantasySharks,14551,BUF,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Sammy",WR,BAL,NA,1.8,0.7,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,11670,PIT,0.4,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toure, Samori",WR,GBP,NA,1.5,0.8,7,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,15841,MIN,0.3,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Virgil, Jalen",WR,DEN,NA,1.3,0.6,6,NA,NA,0,NA,1,NA,0,0,0.9,NA,NA,FantasySharks,15996,@KCC,0.2,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,0.9,0.4,3,NA,NA,0.1,NA,5,NA,0,0.1,0.9,NA,NA,FantasySharks,15767,@DET,0.1,0.1,0,0,0,0,0,41,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,0.5,0.1,1,NA,NA,0.1,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,13862,@NEP,0.2,0.1,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strachan, Mike",WR,IND,NA,1.8,0.6,8,NA,NA,0,NA,0.1,NA,0,0,0.8,NA,NA,FantasySharks,15478,@NYG,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Justin",WR,KCC,NA,0.8,0.2,3,NA,NA,0.1,NA,0,NA,0,0,0.8,NA,NA,FantasySharks,13776,DEN,0.1,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thornton, Tyquan",WR,NEP,NA,1.4,0.7,7,NA,NA,0,NA,0.1,NA,0,0,0.8,NA,NA,FantasySharks,15787,MIA,0,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, DeSean",WR,BAL,NA,1.8,0.8,8,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,9075,PIT,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, James",WR,DAL,NA,1.4,0.6,5,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13631,@TEN,0.2,0,0,0,0,0,0,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,NOS,NA,1.6,0.6,6,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,14558,@PHI,0.3,0,0,0,0,0,0,19,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Brandon",WR,DEN,NA,1.1,0.6,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15987,@KCC,0,0,0,0,0,0,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,TEN,NA,1.3,0.7,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,12257,DAL,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Trent",WR,CIN,NA,0.9,0.4,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13316,BUF,0.1,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Marcus",WR,NYG,NA,1.9,0.7,7,NA,NA,0,NA,0,NA,0,0.1,0.6,NA,NA,FantasySharks,13387,IND,0.5,0,0,0,0,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, D'Wayne",WR,SEA,NA,1.3,0.6,4,NA,NA,0,NA,1,NA,0,0,0.5,NA,NA,FantasySharks,15302,NYJ,0.2,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jameson",WR,DET,NA,1.2,0.1,3,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,15756,CHI,0.2,0,0,0,0,0,0,6,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gray, Danny",WR,SFO,NA,1.4,0.4,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,15782,@LVR,0,0,0,0,0,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,1.1,0.5,5,NA,NA,0,NA,0.1,NA,0,0,0.5,NA,NA,FantasySharks,15788,@TEN,0.1,0,0,0,0,0,0,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Rashard",WR,CAR,NA,1.1,0.4,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,12656,@TBB,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kumerow, Jake",WR,BUF,NA,1.1,0.3,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,12443,@CIN,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Milne, Dax",WR,WAS,NA,0.4,0.3,2,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,15326,CLE,0.1,0,0,0,0,0,0,13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hart, Penny",WR,SEA,NA,1.3,0.6,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,14316,NYJ,0.3,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nailor, Jalen",WR,MIN,NA,0.8,0.3,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,15786,@GBP,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Michael",WR,CLE,NA,1.2,0.5,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,15792,@WAS,0,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Benson, Trinity",WR,DET,NA,1,0.4,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,14499,CHI,0.2,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patmon, Dezmon",WR,IND,NA,1.5,0.2,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,14998,@NYG,0.6,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,1.3,0.4,2,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,15941,NYJ,0.3,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boykin, Miles",WR,PIT,NA,1.1,0.5,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,14125,@BAL,0.1,0,0,0,0,0,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Olszewski, Gunner",WR,PIT,NA,0.2,0.1,1,NA,NA,0,NA,2,NA,0,0,0.2,NA,NA,FantasySharks,14555,@BAL,0,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Winfree, Juwann",WR,GBP,NA,0.9,0.3,3,NA,NA,0,NA,0,NA,0,0.1,0.2,NA,NA,FantasySharks,14267,MIN,0.2,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
